,0,task
848,Its a decent product but not what i was looking for.,353
849,Battery life is good for workouts.,353
850,"Started up my music, my music taste runs from soft instrumental to heavily based rap and rock.",354
851,"I have 4 pair just lying around the house, so that when someone wants to use them, they can.",354
852,For the price these are fantastic!,354
853,You're not going to meet those expectations with a whopping $15.,354
854,Would definitely recommend.,354
855,I wish their quality control was better.,354
856,I wanted something that would fold for transport and not have to sacrifice good sound quality.,354
857,I bought these in red at Ross for $15 because they had a discount for them.,354
858,"I'm pleased with the battery life, and charging them up is simple with any standard micro-USB charger.",354
859,It was with reservation that I tried this one from Kinivo.,354
860,"All in all a wonderful product, at an amazing price.",354
861,"The padding for the ears is way too small, and this would seem comfortable to a small child.",354
862,"I have owned many Koss's, Sennheiser's, Sony's, Audio Technica's, and even some Bose.",354
863,I need a new pair now and will try to avoid buying this model for those reasons alone.,354
864,The backbone of the headset rests behind your head on your neck.,354
865,The Sony head phones are amazing.,354
866,"Either way, they're good enough for me.",354
867,These are hands down the best headphones for this price out there.,354
868,I'm sure this plastic would snap if you twisted these too firmly or stepped on them too hard.,354
869,They stay on well even with the sweat and the sound is decent considering the price point of 25.00 I ordered another set for my partner who spends a lot of time doing yard work.,354
870,I would definitely go with these headphones,354
871,"Basically, I take VOIP calls/meetings now and I don't have to use my desk phone/home phone / cell phone.",354
872,i recommend these.,354
873,"The sound is crisp and clear, and they are pretty loud.",354
874,"Haven't tested them out as a hands-free set or for streaming music from another device (iPad, etc.).",354
875,"These headphones are wonderful, I can do all those things and more and not have to worry about a cord getting tangled or tying me to my phone.",355
876,"I just purchased them, so there's not much on durability yet, but the cord seems pretty sturdy so there's a slim chance of that breaking or being stripped of the insulation.",355
877,I prefer my in-ear jawbones for outside of gym.,355
878,I can't understand how these are so highly rated.,355
879,Now I just recieved the BTH240 and it is 2.1+EDR same as the older version.,355
880,They are durable and sound great.,355
881,"the tension of the headphones cannot be adjusted, only the length can be adjusted.",355
882,I've had them or almost a year & there has been no major breakdown or issues.,355
883,Perhaps there was a microphone upgrade of some kind.,355
884,"I think that it was designed for a no longer satisfaction, i don't want buying another one, i'm afraid i lost my money.",355
885,Well worth the price.,355
886,Just don;t expect too much for $15.,355
887,I cut the sleeve down the side to see the plug area and it had it's wires sticking out of the hole in it's side.,355
888,They are on fashion here in Ecuador and my daughters love them.,355
889,"Removing the consideration of price, I give these 3 stars.",355
890,"I don't use it for phone calls much; it's not ideal for calls, but it works.",355
891,I would turn my music up and the music just sounded like it needed to be louder with the headphones and they werent.,355
